Domain,Area,Element,Item,Year,Unit,Value
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,189
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,93
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,61
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,55
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,75
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,97
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,90
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,79
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,61
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,70
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,201
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,71
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,71
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,34
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,55
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,40
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,92
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,144
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,110
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,119
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,160
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,254
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,325
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,323
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,423
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,526
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,345
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,240
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,220
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,253
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,435
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,680
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,642
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,459
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,989
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,793
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,640
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,890
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,782
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,204
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,169
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,145
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,125
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,84
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,91
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,111
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,80
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,108
Trade Indices,Syrian Arab Republic,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,298
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,40
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,41
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,61
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,63
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,54
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,59
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,52
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,60
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,70
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,77
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,100
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,95
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,124
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,113
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,93
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,153
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,116
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,94
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,113
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,69
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,77
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,89
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,87
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,111
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,102
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,77
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,90
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,85
Trade Indices,Tajikistan,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,91
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,8
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,7
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,8
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,12
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,11
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,11
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,11
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,12
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,12
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,13
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,16
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,19
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,15
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,20
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,20
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,30
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,32
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,35
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,33
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,35
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,42
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,53
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,42
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,50
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,52
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,55
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,48
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,54
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,66
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,53
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,53
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,61
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,52
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,48
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,50
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,51
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,52
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,47
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,55
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,54
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,63
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,59
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,69
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,80
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,60
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,63
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,76
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,77
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,77
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,74
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,87
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,79
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,84
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,101
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,102
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,97
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,104
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,102
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,90
Trade Indices,Thailand,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,73
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,24
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,25
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,35
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,32
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,33
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,26
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,49
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,32
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,37
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,44
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,51
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,59
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,62
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,48
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,46
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,58
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,73
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,73
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,68
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,68
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,68
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,66
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,66
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,66
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,66
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,65
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,65
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,64
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,64
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,64
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,62
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,63
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,62
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,67
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,76
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,80
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,77
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,82
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,95
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,104
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,114
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,112
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,90
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,70
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,66
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,79
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,18
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,168
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,84
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,203
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,134
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,151
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,142
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,79
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,189
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,32
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,80
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,68
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,64
Trade Indices,Timor-Leste,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,39
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,17
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,14
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,14
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,18
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,17
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,19
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,16
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,18
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,20
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,26
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,24
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,22
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,16
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,16
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,16
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,15
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,18
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,19
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,13
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,19
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,25
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,25
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,25
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,23
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,26
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,37
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,65
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,49
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,53
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,64
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,51
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,77
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,44
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,47
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,64
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,58
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,56
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,67
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,68
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,55
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,87
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,87
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,88
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,81
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,78
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,85
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,79
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,100
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,110
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,93
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,172
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,107
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,100
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,86
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,118
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,96
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,137
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,176
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,205
Trade Indices,Togo,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,243
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,327
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,220
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,210
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,256
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,278
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,428
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,463
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,408
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,327
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,226
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,213
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,256
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,260
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,188
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,347
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,250
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,263
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,195
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,161
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,225
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,227
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,81
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,79
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,138
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,130
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,206
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,113
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,72
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,104
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,138
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,311
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,187
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,248
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,284
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,158
